ConceptA(x),"Predicate(x,y)",ConceptB(y),Probability
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/west,http://dbpedia.org/ontology/Organisation,8.48E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/east,http://dbpedia.org/ontology/Organisation,4.74E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/northwest,http://dbpedia.org/ontology/Organisation,5.11E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/oceans,http://dbpedia.org/ontology/Organisation,0.000129622
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/inflow,http://dbpedia.org/ontology/Organisation,2.37E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/archipelago,http://dbpedia.org/ontology/Organisation,1.25E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/adminCenterType,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/nearSe,http://dbpedia.org/ontology/Organisation,2.37E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/nation,http://dbpedia.org/ontology/Organisation,1.87E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/district,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/outflow,http://dbpedia.org/ontology/Organisation,1.74E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/Organisation,2.74E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/ethnicGroup,http://dbpedia.org/ontology/Organisation,9.97E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/ethnicGroups,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/regionServed,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/surface,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/architectureFirm,http://dbpedia.org/ontology/Organisation,8.72E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/blank2Info,http://dbpedia.org/ontology/Organisation,2.24E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/county,http://dbpedia.org/ontology/Organisation,1.62E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/district,http://dbpedia.org/ontology/Organisation,0.000119651
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/replace,http://dbpedia.org/ontology/Organisation,1.74E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/transport,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/easiestRoute,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/designation,http://dbpedia.org/ontology/Organisation,0.000102202
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/allegiance,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/victim,http://dbpedia.org/ontology/Organisation,1.25E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/minorleague,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/seats5Title,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/primaryUser,http://dbpedia.org/ontology/Organisation,1.74E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/engineer,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/f,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/leader,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/designation1Free3value,http://dbpedia.org/ontology/Organisation,5.36E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Organisation,9.97E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/tribalCouncil,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/list,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/network,http://dbpedia.org/ontology/Organisation,6.23E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/imageMap,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/postal2Code,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/areaBlank2Title,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/blank6InfoSec,http://dbpedia.org/ontology/Organisation,1.25E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/localtv,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/initiator,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/neighboringMunicipality,http://dbpedia.org/ontology/Organisation,8.72E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/engineMaker,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/rock,http://dbpedia.org/ontology/Organisation,1.37E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/school,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/producer,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/ceremonialCounty,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/royalHouseRoyalHouse,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/composer,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/seats7Title,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/subdi,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/postgroup,http://dbpedia.org/ontology/Organisation,7.48E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/appointer,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/museum,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/cabinetType,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/heritageDesignation,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/grapes,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/servingRailway,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/succeededBy,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/southEast,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/period,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/extinctTitle,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://dbpedia.org/ontology/Organisation,0.001140424
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/markTitle,http://dbpedia.org/ontology/Organisation,0.000393851
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/events,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/hub,http://dbpedia.org/ontology/Organisation,1.25E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/architect,http://dbpedia.org/ontology/Organisation,0.000224346
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/leaderName,http://dbpedia.org/ontology/Organisation,0.00234192
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/nearestCity,http://dbpedia.org/ontology/Organisation,1.25E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/subdivisionName,http://dbpedia.org/ontology/Organisation,0.08068595
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/productionCompany,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/caption,http://dbpedia.org/ontology/Organisation,6.98E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/title,http://dbpedia.org/ontology/Organisation,9.60E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/namedAfter,http://dbpedia.org/ontology/Organisation,2.24E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/type,http://dbpedia.org/ontology/Organisation,0.001338596
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/maintainer,http://dbpedia.org/ontology/Organisation,8.72E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/blank5Name,http://dbpedia.org/ontology/Organisation,8.72E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/maint,http://dbpedia.org/ontology/Organisation,0.000112173
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/designer,http://dbpedia.org/ontology/Organisation,1.74E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/judiciary,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/region,http://dbpedia.org/ontology/Organisation,4.99E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/structuralEngineer,http://dbpedia.org/ontology/Organisation,1.62E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/inflow,http://dbpedia.org/ontology/Organisation,0.000181969
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/team,http://dbpedia.org/ontology/Organisation,0.000721646
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/stategov,http://dbpedia.org/ontology/Organisation,0.001190279
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/geology,http://dbpedia.org/ontology/Organisation,3.99E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/government,http://dbpedia.org/ontology/Organisation,4.74E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/house,http://dbpedia.org/ontology/Organisation,0.00016452
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/authority,http://dbpedia.org/ontology/Organisation,5.48E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/cityType,http://dbpedia.org/ontology/Organisation,6.23E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/artist,http://dbpedia.org/ontology/Organisation,6.23E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/clubs,http://dbpedia.org/ontology/Organisation,1.87E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/saint,http://dbpedia.org/ontology/Organisation,3.12E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/subdivision2Type,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/sisterCollege,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/originalOwner,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/highschool,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/exImageCap,http://dbpedia.org/ontology/Organisation,6.23E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/adminParty,http://dbpedia.org/ontology/Organisation,2.74E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/rnaType,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/construction,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/membership,http://dbpedia.org/ontology/Organisation,9.10E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/civilParish,http://dbpedia.org/ontology/Organisation,6.23E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/promoted,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/metroArchbishop,http://dbpedia.org/ontology/Organisation,4.11E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/nearN,http://dbpedia.org/ontology/Organisation,2.99E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/cities,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/executedBy,http://dbpedia.org/ontology/Organisation,6.23E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/designation1Free1value,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/minister2Party,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/commander,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/league,http://dbpedia.org/ontology/Organisation,1.12E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/seats2Title,http://dbpedia.org/ontology/Organisation,2.99E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/topoMaker,http://dbpedia.org/ontology/Organisation,1.87E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/established,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/training,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/lang,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/districtsList,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/launchSite,http://dbpedia.org/ontology/Organisation,1.62E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/telescope8Name,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/action,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/missionType,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/designatedOther1Name,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/customLabel,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/competitions,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/representativeBody,http://dbpedia.org/ontology/Organisation,9.97E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/mpCategory,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/managedBy,http://dbpedia.org/ontology/Organisation,9.97E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/loser,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/normalRoute,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/statRef,http://dbpedia.org/ontology/Organisation,6.23E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/areaFootnotes,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/ideology,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/languageFamily,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/meaning,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/rev,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/constituencyWestminster,http://dbpedia.org/ontology/Organisation,1.62E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/stateType,http://dbpedia.org/ontology/Organisation,9.97E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/sentence,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/governmentBlank2Title,http://dbpedia.org/ontology/Organisation,6.23E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/projectManager,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/composer,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/xvalue,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/seats9Title,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/workInstitution,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/country2AdminDivisionsTitle,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/websiteType,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/methods,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/divisionSpecial,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/refurbishmentAuthority,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/associationOfLocalGovernment,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/deputy,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/wikiPageRedirects,http://dbpedia.org/ontology/Organisation,0.000129622
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/accreditation,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/label,http://dbpedia.org/ontology/Organisation,0.000555879
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/party,http://dbpedia.org/ontology/Organisation,0.001731201
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/governingBody,http://dbpedia.org/ontology/Organisation,0.007494394
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/builder,http://dbpedia.org/ontology/Organisation,6.86E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Organisation,3.37E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/mouth,http://dbpedia.org/ontology/Organisation,0.000304113
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/governmentType,http://dbpedia.org/ontology/Organisation,0.006537186
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/system,http://dbpedia.org/ontology/Organisation,1.50E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/picture,http://dbpedia.org/ontology/Organisation,1.62E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/type,http://dbpedia.org/ontology/Organisation,0.028832168
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/blank4NameSec,http://dbpedia.org/ontology/Organisation,4.61E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/transitType,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/controlledby,http://dbpedia.org/ontology/Organisation,0.000336519
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/Organisation,6.23E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/branch,http://dbpedia.org/ontology/Organisation,2.49E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/distributor,http://dbpedia.org/ontology/Organisation,6.23E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/instrument,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/lakeType,http://dbpedia.org/ontology/Organisation,2.62E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/territory,http://dbpedia.org/ontology/Organisation,2.37E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/postalCodeType,http://dbpedia.org/ontology/Organisation,4.24E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/affiliation,http://dbpedia.org/ontology/Organisation,0.00062069
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/countryClaimDivisionsTitle,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/partido,http://dbpedia.org/ontology/Organisation,0.000135854
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/collectorParty,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/parentCompany,http://dbpedia.org/ontology/Organisation,4.24E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/owners,http://dbpedia.org/ontology/Organisation,9.97E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/associatedActs,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/Organisation,1.12E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/jointCommunity,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/seats6Title,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/structureGauge,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/civilEngineer,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/successor,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/shipBuilder,http://dbpedia.org/ontology/Organisation,6.23E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/restoredBy,http://dbpedia.org/ontology/Organisation,1.87E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/constructionContractors,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/university,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/manuf,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/railwayRollingStock,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/discharge1Location,http://dbpedia.org/ontology/Organisation,2.87E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/blank2NameSec,http://dbpedia.org/ontology/Organisation,8.10E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/launchContractor,http://dbpedia.org/ontology/Organisation,1.74E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/nationalteam,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/credit,http://dbpedia.org/ontology/Organisation,7.60E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/customData,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/liberatedBy,http://dbpedia.org/ontology/Organisation,1.25E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/via,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/sovereigntyType,http://dbpedia.org/ontology/Organisation,8.72E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/highSchool,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/tempName,http://dbpedia.org/ontology/Organisation,1.25E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/canton,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/champion,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/products,http://dbpedia.org/ontology/Organisation,7.48E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/telescope2Type,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/cultures,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/originalUse,http://dbpedia.org/ontology/Organisation,3.74E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/unitaryScotland,http://dbpedia.org/ontology/Organisation,7.10E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/network,http://dbpedia.org/ontology/Organisation,6.23E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/countyMayorParty,http://dbpedia.org/ontology/Organisation,1.25E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/era,http://dbpedia.org/ontology/Organisation,8.72E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/area,http://dbpedia.org/ontology/Organisation,4.99E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/executiveName,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/code1Name,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/teama,http://dbpedia.org/ontology/Organisation,2.49E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/northOperator,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/generalManager,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/servingRailwayLine,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/plane2Operator,http://dbpedia.org/ontology/Organisation,1.25E-06
http://dbpedia.org/ontology/Place,http://dbpedia.org/property/languages,http://dbpedia.org/ontology/Organisation,1.50E-05
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/lieutenancyArea,http://dbpedia.org/ontology/Organisation,8.10E-05
